Technique,Count,Percentage
obf_case_random+obf_comment_sql+obf_double_url_encode_adv_obf,12,0.12%
obf_double_url_encode+obf_case_random+obf_whitespace_url,12,0.12%
obf_whitespace_url+obf_comment_sql+obf_url_encode,12,0.12%
obf_case_random+obf_double_url_encode+obf_whitespace_url_adv_obf_full_bypass_non_script_xss,12,0.12%
Double URL Encode_non_script_xss,12,0.12%
Triple URL Out-of-Band SQLi_full_bypass,12,0.12%
obf_comment_sql_version+obf_whitespace_url+obf_url_encode_adv_obf_full_bypass,12,0.12%
Double URL UPDATEXML Error-Based_adv_obf_full_bypass,12,0.12%
Unicode Homoglyph_adv_obf_full_bypass,12,0.12%
Double URL Encode XSS (manual refine)_full_bypass,12,0.12%
Double URL MULTILINESTRING Error_full_bypass,12,0.12%
Triple URL Encode XSS (heuristic)_full_bypass_non_script_xss,12,0.12%
Triple URL UPDATEXML Error-Based_adv_obf_full_bypass,12,0.12%
obf_comment_sql+obf_double_url_encode+obf_case_random_adv_obf_full_bypass,12,0.12%
Double URL XSS DOM-based_full_bypass,12,0.12%
obf_double_url_encode+obf_url_encode+obf_case_random,12,0.12%
Unicode Homoglyph,12,0.12%
XSS - Data URI Injection (Manual Refine),12,0.12%
Triple URL Encode XSS (heuristic)_adv_obf_full_bypass_non_script_xss,12,0.12%
obf_case_random+obf_double_url_encode_adv_obf_full_bypass_non_script_xss,12,0.12%
Triple URL NAME_CONST Error_adv_obf_full_bypass,12,0.12%
Triple URL Encode (heuristic),12,0.12%
obf_double_url_encode+obf_comment_sql_adv_obf,12,0.12%
Triple URL XSS DOM-based,12,0.12%
obf_case_random+obf_double_url_encode+obf_whitespace_url_full_bypass_non_script_xss,12,0.12%
XSS Keyword (heuristic)_full_bypass,12,0.12%
Triple URL ST_X Geometry Error_adv_obf,12,0.12%
obf_whitespace_url+obf_double_url_encode_full_bypass,12,0.12%
None XSS DOM-based,12,0.12%
obf_whitespace_url+obf_url_encode+obf_double_url_encode_adv_obf_non_script_xss,12,0.12%
XSS Keyword (heuristic)_non_script_xss,12,0.12%
obf_double_url_encode+obf_comment_sql_version+obf_case_random_adv_obf,12,0.12%
Triple URL MULTILINESTRING Error_adv_obf,12,0.12%
obf_case_random+obf_double_url_encode+obf_url_encode_full_bypass,12,0.12%
obf_double_url_encode+obf_url_encode+obf_case_random_non_script_xss,12,0.12%
Double URL EXTRACTVALUE Error-Based_full_bypass,12,0.12%
obf_comment_sql_version+obf_comment_sql+obf_double_url_encode_full_bypass,12,0.12%
Double URL NAME_CONST Error,12,0.12%
Double URL Encode XSS (heuristic)_adv_obf_full_bypass_non_script_xss,12,0.12%
Triple URL MULTIPOINT Error_adv_obf,12,0.12%
obf_case_random+obf_whitespace_url+obf_double_url_encode_non_script_xss,12,0.12%
SQLI - Null Byte Injection (Manual Refine),12,0.12%
Double URL NAME_CONST Error_adv_obf,12,0.12%
Double URL EXTRACTVALUE Error-Based_adv_obf_full_bypass,12,0.12%
obf_double_url_encode+obf_comment_sql+obf_url_encode_adv_obf,12,0.12%
Triple URL MULTILINESTRING Error_adv_obf_full_bypass,12,0.12%
obf_comment_sql_version+obf_whitespace_url+obf_url_encode,12,0.12%
obf_case_random+obf_double_url_encode+obf_comment_sql_version_adv_obf_full_bypass,12,0.12%
XSS Keyword (heuristic)_adv_obf_non_script_xss,12,0.12%
Unicode Homoglyph_non_script_xss,12,0.12%
obf_comment_sql_version+obf_double_url_encode_adv_obf_full_bypass,12,0.12%
Double URL UPDATEXML Error-Based_full_bypass,12,0.12%
Triple URL Out-of-Band SQLi_adv_obf,12,0.12%
obf_case_random+obf_url_encode+obf_double_url_encode_adv_obf_full_bypass,12,0.12%
obf_whitespace_url+obf_double_url_encode+obf_url_encode_adv_obf_non_script_xss,12,0.12%
Double URL MULTILINESTRING Error_adv_obf,12,0.12%
obf_double_url_encode+obf_comment_sql_version+obf_case_random_adv_obf_full_bypass,12,0.12%
obf_case_random+obf_url_encode+obf_double_url_encode,12,0.12%
Double URL_adv_obf_non_script_xss,12,0.12%
Triple URL_adv_obf_full_bypass_non_script_xss,12,0.12%
Double URL POLYGON Error_full_bypass,12,0.12%
obf_url_encode+obf_case_random+obf_double_url_encode_adv_obf_non_script_xss,12,0.12%
Double URL GEOMETRYCOLLECTION Error,12,0.12%
Direct JS Call XSS (manual refine)_full_bypass,12,0.12%
obf_comment_sql_version+obf_case_random+obf_double_url_encode_adv_obf_full_bypass,12,0.12%
Double URL Encode_full_bypass_non_script_xss,12,0.12%
Double URL XSS DOM-based_full_bypass_non_script_xss,12,0.12%
Double URL Encode (heuristic)_adv_obf,12,0.12%
obf_case_random+obf_comment_sql_version+obf_double_url_encode_adv_obf,12,0.12%
obf_whitespace_url+obf_url_encode+obf_double_url_encode_full_bypass_non_script_xss,12,0.12%
obf_comment_sql_version+obf_double_url_encode+obf_comment_sql_adv_obf,12,0.12%
Double URL Encode (heuristic)_adv_obf_full_bypass,12,0.12%
obf_case_random+obf_double_url_encode+obf_comment_sql_version_adv_obf,12,0.12%
Triple URL MULTIPOINT Error_full_bypass,12,0.12%
obf_double_url_encode+obf_comment_sql+obf_case_random_adv_obf_full_bypass,12,0.12%
Double URL XSS DOM-based_adv_obf_full_bypass_non_script_xss,12,0.12%
Double URL MULTIPOINT Error,12,0.12%
obf_double_url_encode+obf_whitespace_url+obf_comment_sql_adv_obf,12,0.12%
Triple URL Encode_adv_obf_full_bypass,12,0.12%
Unicode Homoglyph_full_bypass_non_script_xss,12,0.12%
obf_whitespace_url+obf_double_url_encode+obf_url_encode_full_bypass,12,0.12%
obf_case_random+obf_url_encode+obf_double_url_encode_full_bypass,12,0.12%
obf_comment_sql_version+obf_whitespace_url+obf_url_encode_full_bypass,12,0.12%
Triple URL UPDATEXML Error-Based_adv_obf,12,0.12%
None XSS DOM-based_full_bypass_non_script_xss,12,0.12%
Double URL MULTIPOINT Error_adv_obf_full_bypass,12,0.12%
Event Handler XSS (heuristic)_adv_obf,12,0.12%
Direct JS Call XSS (manual refine),12,0.12%
Double URL Encode XSS (manual refine)_non_script_xss,12,0.12%
XSS - Unclassified (manual refine)_adv_obf,12,0.12%
Double URL Encode XSS (manual refine)_adv_obf_non_script_xss,12,0.12%
obf_whitespace_url+obf_comment_sql+obf_double_url_encode_adv_obf_full_bypass,12,0.12%
obf_comment_sql+obf_url_encode+obf_double_url_encode_full_bypass,12,0.12%
Double URL ST_X Geometry Error_adv_obf,12,0.12%
obf_whitespace_url+obf_comment_sql+obf_double_url_encode,12,0.12%
obf_whitespace_url+obf_case_random+obf_double_url_encode_adv_obf_non_script_xss,12,0.12%
OOB/Advanced SQLI (manual refine),12,0.12%
Triple URL EXTRACTVALUE Error-Based_adv_obf_full_bypass,12,0.12%
obf_double_url_encode+obf_case_random+obf_comment_sql,12,0.12%
Double URL XSS DOM-based_adv_obf_full_bypass,12,0.12%
Triple URL Encode XSS (heuristic)_full_bypass,12,0.12%
obf_whitespace_url+obf_double_url_encode+obf_case_random_full_bypass_non_script_xss,12,0.12%
obf_comment_sql_version+obf_double_url_encode+obf_case_random_adv_obf_full_bypass,12,0.12%
obf_double_url_encode+obf_comment_sql_full_bypass,12,0.12%
Double URL_full_bypass,12,0.12%
obf_double_url_encode+obf_comment_sql+obf_url_encode_adv_obf_full_bypass,12,0.12%
Triple URL_full_bypass_non_script_xss,12,0.12%
